"ZCTA","Post Office Name","State","HCP: Health Center Count ( Combined ) 2019","HCP: Dominant Health Center 2019","Pop: Total (#) 2015-2019","Pop: Low-Income (#) 2015-2019","HCP: Total Patients (#) 2019","HCP: Penetration of Low-Income (%)","HCP: Penetration of Total Population (%)","HCP: Penetration of Uninsured Population (%)","HCP: Penetration of Medicaid/ Public Ins. (%)","HCP: Penetration of Medicare/ Private Ins. (%)","HCP: 1-yr Change in Patients (%) 2018, 2019","HCP: 2-yr Change in Patients (%) 2017, 2019","HCP: 2-yr Change in Patients (#) 2017, 2019","HCP: 1-yr Change in Uninsured (%) 2018, 2019","HCP: 2-yr Change in Uninsured (%) 2017, 2019","HCP: 1-yr Change in Medicaid/ Public Ins. (%) 2018, 2019","HCP: 2-yr Change in Medicaid/ Public Ins. (%) 2017, 2019","HCP: 1-yr Change in Medicare/ Private Ins. (%) 2018, 2019","HCP: 2-yr Change in Medicare/ Private Ins. (%) 2017, 2019","HCP: Low-Income Not Served by Health Centers (#)","HCP: Uninsured Not Served by Health Centers (#)","HCP: Medicaid/ Public Ins. Not Served by Health Centers (#)","HCP: Medicare/ Private Ins. Not Served by Health Centers (#)","HCP: Total Population Not Served by Health Centers (#)","HCP: Uninsured (%) 2019","HCP: Uninsured (#) 2019","HCP: Medicaid/ Public Ins (%) 2019","HCP: Medicaid/ Public Ins (#) 2019","HCP: Medicare/ Private Ins. (%) 2019","HCP: Medicare/ Private Ins. (#) 2019","Pop: Poverty (%) 2015-2019","Pop: Low-Income (%) 2015-2019","Pop: Racial/ Ethnic Minority (%) 2015-2019","Pop: Hispanic/Latino (%) 2015-2019","Pop: Black (%) 2015-2019","Pop: Asian (%) 2015-2019","Pop: American Indian/Alaska Native (%) 2015-2019","Pop: Native Hawaiian (%) 2015-2019","Pop: Other Pacific Islander (%) 2015-2019","Pop: White (%) 2015-2019","Pop: More than One Race (%) 2015-2019","Pop: Uninsured, Est. (%) 2019","Pop: Uninsured, Est. (#) 2019","Pop: 1-yr Change in Uninsured, Est. (%) 2018, 2019","Pop: 2-yr Change in Uninsured, Est. (%) 2017, 2019","Pop: Medicaid/ Public Ins., Est. (%) 2019","Pop: Medicaid/ Public Ins., Est. (#) 2019","Pop: 1-yr Change in Medicaid/ Public Ins., Est. (%) 2018, 2019","Pop: 2-yr Change in Medicaid/ Public Ins., Est. (%) 2017, 2019","Pop: Medicare/ Private Ins., Est. (%) 2019","Pop: Medicare/ Private Ins., Est. (#) 2019","Pop: 1-yr Change in Medicare/ Private Ins., Est. (%) 2018, 2019","Pop: 2-yr Change in Medicare/ Private Ins., Est. (%) 2017, 2019","Pop: 1-yr Change in Total Population (%) 2018, 2019","Pop: 2-yr Change in Total Population (%) 2017, 2019","Pop: Under 18 (%) 2015-2019","Pop: School-Aged Children (%) 2015-2019","Pop: 18-64 (%) 2015-2019","Pop: 65 and older (%) 2015-2019","Pop: Not Employed (%) 2015-2019","Pop: Households with Limited English Proficiency (%) 2015-2019","Pop: Less Than High School Education (%) 2015-2019","Pop: Veterans (%) 2015-2019","Pop: Disability (%) 2015-2019","Pop: Low Birth Weight Rate, Est. 2017","Pop: Age-Adjusted Mortality Rate (per 100,000), Est. 2013-2016","Pop: Adults Ever Told Have Diabetes, Est. (%) 2017","Pop: Adults Ever Told Have High Blood Pressure, Est. (%) 2017","Pop: Adults Who Are Obese, Est. (%) 2017","Pop: Adults with No Dental Visit in Past Year, Est. (%) 2017","Pop: Adults Who Have Delayed/ Not Sought Care Due to Cost, Est. (%) 2017","Pop: Adults with No Usual Source of Care, Est. (%) 2017","Pop: Adults Who Are Binge Drinkers, Est. (%) 2017","Pop: Adults Who Smoke, Est. (%) 2017","Pop: Uninsured Population below 138% FPL (%) 2015-2019","Pop: Uninsured Population below 200% FPL (%) 2015-2019","Pop: Uninsured Population at 138%-400% FPL (%) 2015-2019","HCP: Dominant Health Center Serving ZCTA (Share of Patients) 2019","HCP: #2 Health Center Serving ZCTA 2019","HCP: #2 Health Center (Share of Patients) 2019","HCP: #3 Health Center Serving ZCTA 2019","HCP: #3 Health Center (Share of Patients) 2019","HCP: #4 Health Center Serving ZCTA 2019","HCP: #4 Health Center Serving ZCTA (Share of Patients) 2019","HCP: #5 Health Center Serving ZCTA 2019","HCP: #5 Health Center (Share of Patients) 2019"
"38558","Crossville","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","9076","2324","147","0.063253012","0.0161965624","0.1663113006","0.0401647786","0.0041499516","0.0352112676","-0.174157303","-31","0.2","-0.082352941","0.1818181818","-0.264150943","-0.318181818","-0.25","2177","391","932","7199","8929","0.5306122449","78","0.2653061224","39","0.2040816327","30","0.09473218","0.25719345","0.04627589","0.0125606","0","0.00617012","0.001432","0","0","0.96308947","0.026","0.054100819","469","0.2309711286","0.0586907449","0.1120083055","971","0.2416879795","0.5054263566","0.8338908755","7229","0.0916641498","0.0306529798","0.0451404883","0.1092642386","0.057","0.041","0.293","0.6502864698","0.815284","0","0.049507","0.208","0.25","0.08426970988512039","0.008020057373046875","0.21600000381469728","0.6320000076293946","0.3029999923706055","0.295","0.07199999809265137","0.08","0.05300000190734863","0.15300000190734864","0.432","0.792","0.505","1","null","0","null","0","null","0","null","0"
"38560","Elmwood","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","1405","706","60","0.0849858357","0.0427046263","0.1436781609","0.08","0.0157575758","-0.047619048","-0.0625","-4","-0.107142857","-0.305555556","0","0.375","0","0.0833333333","646","149","253","812","1345","0.4166666667","25","0.3666666667","22","0.2166666667","13","0.23914591","0.5024911","0.06975089","0","0","0.04341637","0.001423","0","0","0.93024911","0.025","0.136577708","174","0.137254902","0.4871794872","0.215855573","275","0.4473684211","0.3959390863","0.647566719","825","0.0185185185","-0.01902497","0.1906779661","0.2544642857","0.192","0.15","0.641","0.1672597865","0.495213","0","0.238964","0.063","0.264","0.10330986231565475","0.008950386962890624","0.11600000381469727","0.38799999237060545","0.33599998474121096","0.5879999923706055","0.14199999809265137","0.20799999237060546","0.14","0.245","0.613","0.939","0.377","1","null","0","null","0","null","0","null","0"
"38563","Gordonsville","TN","2","TENNESSEE STATE DEPARTMENT OF HEALTH","3410","1324","112","0.084592145","0.0328445748","0.197761194","0.0766283525","0.0111633373","0.0181818182","-0.125","-16","0.1777777778","-0.086206897","-0.090909091","-0.111111111","-0.095238095","-0.24","1212","215","482","1683","3298","0.4732142857","53","0.3571428571","40","0.1696428571","19","0.13887258","0.38872578","0.06099707","0","0.04105572","0.00381232","0","0","0","0.93900293","0.005","0.1075441413","268","-0.195195195","0.0268199234","0.209470305","522","-0.001912046","0.0155642023","0.6829855538","1702","0.0315151515","-0.033503691","-0.02904328","0.0971685972","0.27","0.174","0.611","0.1193548387","0.380766","0","0.177221","0.061","0.188","0.1006145253777504","0.008445475463867187","0.11800000190734863","0.37799999237060544","0.315","0.5890000152587891","0.13800000190734862","0.21200000762939453","0.13600000381469726","0.22700000762939454","0.369","0.388","0.481","0.8571428571","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","0.1428571429","null","0","null","0","null","0"
"38564","Granville","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","439","283","46","0.1625441696","0.1047835991","0.4888888889","0.1807228916","0.0267062315","0.4838709677","-0.021276596","-1","0.8333333333","0.5714285714","0.5","-0.25","0","-0.307692308","237","23","68","328","393","0.4782608696","22","0.3260869565","15","0.1956521739","9","0.20728929","0.64464692","0.02050114","0.00683371","0","0","0","0","0","0.98633257","0.014","0.0967741935","45","0.2857142857","-0.0625","0.1784946237","83","-0.045977011","-0.23853211","0.7247311828","337","-0.058659218","-0.020348837","0.1994535519","0.1832884097","0.112","0.066","0.551","0.3371298405","0.633333","0","0.161376","0.128","0.359","0.07849319279193878","0.008739705200195312","0.16799999237060548","0.47099998474121096","0.37","0.6129999923706054","0.13899999618530273","0.17899999618530274","0.105","0.24700000762939453","0.714","0.778","0.286","1","null","0","null","0","null","0","null","0"
"38565","Grimsley","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","1167","548","68","0.1240875912","0.058269066","0.1925925926","0.0944625407","0.0147895336","0.1147540984","-0.105263158","-8","0.1304347826","-0.161290323","0.2608695652","-0.064516129","-0.133333333","-0.071428571","480","109","278","866","1099","0.3823529412","26","0.4264705882","29","0.1911764706","13","0.14138817","0.46958012","0.01542416","0","0","0.01542416","0","0","0","0.98457584","0","0.1021953066","135","0.2162162162","0.2272727273","0.2323996972","307","-0.052469136","0.04778157","0.6654049962","879","0.2720694645","0.2869692533","-0.146305779","-0.171753016","0.28","0.163","0.595","0.1251071123","0.451765","0","0.171779","0.11","0.292","0.0760745033621788","0.01052043212890625","0.12699999809265136","0.37799999237060544","0.34400001525878904","0.455","0.14399999618530274","0.20600000381469727","0.14100000381469727","0.24899999618530275","0.889","0.957","0.111","1","null","0","null","0","null","0","null","0"
"37132","Murfreesboro","TN","0","null","2383","0","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","0","1","0","6","2383","0","0","0","0","0","0","null","null","0.48384389","0.03608896","0.37180025","0.03986572","0.002098","0","0","0.54091481","0.044","0.1428571429","1","-0.5","0","0","0","-1","-1","0.8571428571","6","-0.4","0.2","-0.001675744","-0.041046278","0","0","1","0","0.56987","null","0","0.002","0.103","0.09602777659893036","0.007670046997070312","0.017000000476837158","0.125","0.2510000038146973","0.17899999618530274","0.16399999618530273","0.38099998474121094","0.19899999618530273","0.17700000762939452","null","null","null","0","null","0","null","0","null","0","null","0"
"37137","Nunnelly","TN","3","PERRY COUNTY MEDICAL CENTER, INC.","2786","1454","352","0.242090784","0.1263460158","0.4553191489","0.3350649351","0.0680351906","0.0292397661","0.1772575251","53","0.0594059406","0.2298850575","-0.065217391","-0.030075188","0.1262135922","0.4683544304","1102","128","256","1589","2434","0.3039772727","107","0.3664772727","129","0.3295454545","116","0.1849564","0.52834302","0.04773869","0.00538406","0.01615219","0.00897344","0","0","0","0.95226131","0.017","0.1010752688","235","-0.136029412","0.1633663366","0.1655913978","385","-0.096244131","-0.121004566","0.7333333333","1705","0.0825396825","0.0757097792","-0.02994429","-0.122519685","0.181","0.163","0.581","0.2372577172","0.515951","0","0.315439","0.1","0.325","0.06788496673107147","0.008684308471679688","0.12199999809265137","0.375","0.32599998474121095","0.22","0.13899999618530273","0.20399999618530273","0.14100000381469727","0.22799999237060548","0.42","0.482","0.246","0.9318181818","MAURY REGIONAL HOSPITAL","0.0369318182","MERCY HEALTH SERVICES, INC.","0.03125","null","0","null","0"
"37138","Old Hickory","TN","4","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","23784","6505","453","0.0696387394","0.0190464178","0.1233967271","0.0160992346","0.0060742891","0.0179775281","-0.17032967","-93","0.021978022","-0.085245902","-0.227848101","-0.519685039","0.2150537634","-0.00877193","6052","1982","3728","18490","23331","0.6158940397","279","0.1346578366","61","0.2494481236","113","0.10358331","0.27390627","0.19799025","0.07538681","0.0840481","0.00723175","0.000294","0","0","0.8677262","0.031","0.0917129761","2261","-0.026689625","-0.154450262","0.1536932625","3789","-0.027963058","0.0736752621","0.7545937614","18603","-0.061970553","-0.015558025","-0.01836642","-0.013316739","0.233","0.174","0.607","0.1596871847","0.342122","0.0077720207","0.105721","0.079","0.138","0.08002879470586777","0.007590128173828125","0.09899999618530274","0.32799999237060545","0.29399999618530276","0.18","0.13899999618530273","0.20200000762939452","0.15300000190734864","0.19100000381469726","0.481","0.712","0.437","0.7373068433","MATTHEW WALKER HEALTH CENTER","0.1810154525","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.0419426049","MERCY HEALTH SERVICES, INC.","0.0397350993","null","0"
"37140","Only","TN","0","null","1456","22","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","22","73","88","472","1456","0","0","0","0","0","0","0.13207547","0.41509434","0.57898352","0.03502747","0.53983516","0.00412088","0","0","0","0.45604396","0","0.1153238547","73","-0.141176471","0.2372881356","0.1390205371","88","-0.053763441","-0.022222222","0.7456556082","472","0.0678733032","0.2756756757","0.0947368421","0.1464566929","0.005","0.005","0.971","0.0233516484","0.97721","0","0.36192","0.031","0.302","0.05542953312397003","0.00631499267578125","0.08300000190734863","0.3320000076293945","0.35900001525878905","0.225","0.16600000381469726","0.34","0.20100000381469726","0.26399999618530273","null","null","null","0","null","0","null","0","null","0","null","0"
"37141","Orlinda","TN","0","null","1204","359","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","359","118","186","1107","1204","0","0","0","0","0","0","0.095","0.29916667","0.13122924","0.03322259","0.089701","0","0.000831","0","0","0.90033223","0.009","0.0836286322","118","-0.202702703","0.2164948454","0.1318214033","186","-0.074626866","-0.138888889","0.7845499646","1107","0.0433553252","0.08","-0.08994709","-0.209455023","0.267","0.189","0.571","0.1627906977","0.371021","0.0185614849","0.099874","0.058","0.161","0.07207025587558746","0.009381771850585937","0.09899999618530274","0.3320000076293945","0.3290000152587891","0.3770000076293945","0.13100000381469726","0.2","0.15300000190734864","0.21","0.71","0.739","0.029","0","null","0","null","0","null","0","null","0"
"37142","Palmyra","TN","1","MATTHEW WALKER HEALTH CENTER","1941","590","18","0.0305084746","0.0092735703","0.0675675676","0.0191082803","0.0013917884","-0.538461538","-0.772151899","-61","-0.677419355","-0.714285714","0","-0.785714286","0","-0.875","572","138","308","1435","1923","0.5555555556","10","0.3333333333","6","0.1111111111","2","0.13872523","0.316015","0.13549717","0.05100464","0.00927357","0.00206079","0.002576","0","0","0.9062339","0.077","0.0779357557","148","0.1472868217","-0.026315789","0.1653501843","314","0.171641791","0.0064102564","0.75671406","1437","-0.041360907","0.0126849894","-0.090440487","-0.071736011","0.229","0.184","0.584","0.1870170015","0.43075","0","0.103529","0.195","0.163","0.06377851217985153","0.00884037353515625","0.14199999809265137","0.40599998474121096","0.3990000152587891","0.21799999237060547","0.17399999618530274","0.24600000381469728","0.12199999809265137","0.3089999961853027","0","0.793","1","1","null","0","null","0","null","0","null","0"
"38567","Hickman","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","685","105","36","0.3428571429","0.0525547445","0.1222222222","0.0935672515","0.0152027027","0.2","-0.027027027","-1","0","-0.45","0.6","0.3333333333","0","0.8","69","79","155","583","649","0.3055555556","11","0.4444444444","16","0.25","9","0.10510949","0.15328467","0.10218978","0.03649635","0","0","0","0","0","0.89781022","0.102","0.1055099648","90","-0.150943396","0.0465116279","0.2004689332","171","0.06875","0.0363636364","0.694021102","592","0.0224525043","-0.021487603","0.6193853428","0.2900188324","0.147","0.107","0.742","0.1109489051","0.269492","0","0.01306","0.055","0.159","0.10061684250831604","0.008770733032226563","0.11199999809265136","0.3820000076293945","0.335","0.575","0.14100000381469727","0.20899999618530274","0.14399999618530274","0.24200000762939453","0.126","0.126","0.874","1","null","0","null","0","null","0","null","0"
"38568","Hilham","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","1807","811","144","0.1775585697","0.0796900941","0.3212435233","0.1517857143","0.0207080828","-0.04","-0.28358209","-57","0.0333333333","-0.243902439","-0.089285714","-0.3625","-0.088235294","-0.205128205","667","131","285","1466","1663","0.4305555556","62","0.3541666667","51","0.2152777778","31","0.14961068","0.45105673","0.01272828","0","0","0","0","0","0","0.98727172","0.013","0.0952615992","193","0.1626506024","0.0265957447","0.1658440276","336","-0.140664962","-0.286624204","0.7388943731","1497","-0.047103756","0.0410292072","-0.157182836","-0.224463519","0.187","0.151","0.589","0.2235749862","0.524536","0","0.221258","0.023","0.308","0.0754944458603859","0.010231604614257813","0.12899999618530272","0.405","0.355","0.36","0.15","0.20899999618530274","0.12300000190734864","0.24799999237060547","0.391","0.477","0.609","1","null","0","null","0","null","0","null","0"
"38569","Lancaster","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","69","0","13","null","0.1884057971","0.125","0.08","0.0074074074","0.0833333333","-0.35","-7","0.25","-0.375","0","-0.4","0","0","-13","35","69","268","56","0.3846153846","5","0.4615384615","6","0.1538461538","2","0","0","0","0","0","0","0","0","0","1","0","0.1038961039","40","-0.166666667","0.0256410256","0.1948051948","75","0.0869565217","0.0416666667","0.7012987013","270","0.0227272727","-0.035714286","-0.443548387","-0.627027027","0.101","0.101","0.304","0.5942028986","0.516129","0","0.145161","0.29","0.258","0.097918301820755","0.0092641796875","0.13199999809265137","0.4109999847412109","0.335","0.4929999923706055","0.13399999618530273","0.18299999237060546","0.12699999809265136","0.23399999618530273","null","null","null","1","null","0","null","0","null","0","null","0"
"38575","Moss","TN","2","CUMBERLAND FAMILY MEDICAL CENTER","1201","644","287","0.4456521739","0.2389675271","0.4791666667","0.3333333333","0.2266325224","0.0708955224","-0.013745704","-4","0.1794871795","-0.06122449","0.0666666667","0.0322580645","0.0473372781","-0.016666667","357","50","128","604","914","0.1602787456","46","0.2229965157","64","0.6167247387","177","0.16402998","0.53621982","0.10574521","0.10574521","0","0","0","0","0","0.89425479","0","0.0898035547","96","0.2631578947","-0.085714286","0.1796071094","192","0.1294117647","-0.258687259","0.7305893358","781","-0.046398046","0.0640326975","0.1394686907","0.0425347222","0.221","0.176","0.555","0.2239800167","0.556004","0.0352697095","0.200226","0.109","0.199","0.08215504139661789","0.0102619091796875","0.14199999809265137","0.415","0.37","0.43","0.15300000190734864","0.21200000762939453","0.12300000190734864","0.2670000076293945","0.149","1","0.851","0.5679442509","TENNESSEE STATE DEPARTMENT OF HEALTH","0.4320557491","null","0","null","0","null","0"
"38577","Pall Mall","TN","2","TENNESSEE STATE DEPARTMENT OF HEALTH","1485","622","100","0.1607717042","0.0673400673","0.2792792793","0.1666666667","0.0359147026","0.0309278351","-0.137931034","-16","0.0333333333","-0.114285714","0.15625","-0.229166667","-0.085714286","-0.03030303","522","80","185","859","1385","0.31","31","0.37","37","0.32","32","0.13602694","0.41885522","0","0","0","0","0","0","0","1","0","0.0906862745","111","0.2906976744","0.1212121212","0.181372549","222","0.0882352941","0.0045248869","0.7279411765","891","-0.013289037","0.0556872038","0.2282878412","0.4361702128","0.229","0.166","0.625","0.1461279461","0.432589","0","0.275047","0.064","0.274","0.08116418123245239","0.009260364990234375","0.13699999809265137","0.425","0.34700000762939454","0.345","0.13100000381469726","0.175","0.12","0.22700000762939454","0.492","0.492","0.426","0.68","CUMBERLAND FAMILY MEDICAL CENTER","0.32","null","0","null","0","null","0"
"38578","Pleasant Hill","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","142","36","18","0.5","0.1267605634","0.4705882353","0.09375","0.0608695652","-0.28","-0.4375","-14","-0.272727273","-0.428571429","-0.625","-0.769230769","0.1666666667","0.4","18","9","29","108","124","0.4444444444","8","0.1666666667","3","0.3888888889","7","0.06060606","0.36363636","0","0","0","0","0","0","0","1","0","0.1036585366","17","0.2142857143","0.0625","0.1951219512","32","0.1034482759","-0.03030303","0.7012195122","115","0.036036036","-0.033613445","-0.101265823","-0.134146341","0.042","0","0.254","0.7042253521","0.838235","0","0.221374","0.081","0.118","0.08383513242006302","0.007973447265625","0.185","0.6480000305175782","0.21100000381469727","0.28399999618530275","0.04199999809265137","0.05400000095367432","0.030999999046325683","0.075","0.4","1","0.6","1","null","0","null","0","null","0","null","0"
"38580","Rickman","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","1905","642","93","0.1448598131","0.0488188976","0.2067039106","0.1131498471","0.013437058","0.021978022","-0.340425532","-48","-0.075","-0.229166667","0.3214285714","-0.403225806","-0.173913043","-0.387096774","549","142","290","1395","1812","0.3978494624","37","0.3978494624","37","0.2043010753","19","0.20367454","0.33700787","0.00839895","0.00839895","0","0","0","0","0","1","0","0.0932291667","179","0.2877697842","0.2344827586","0.1703125","327","0.101010101","-0.180451128","0.7364583333","1414","0.0443131462","0.1647446458","0.2095238095","0.4007352941","0.322","0.259","0.529","0.1496062992","0.313725","0","0.09789","0.084","0.157","0.0701487585902214","0.01027777587890625","0.12399999618530273","0.3870000076293945","0.34299999237060547","0.27600000381469725","0.15600000381469725","0.22","0.12600000381469725","0.24899999618530275","0.703","0.703","0.095","1","null","0","null","0","null","0","null","0"
"37143","Pegram","TN","0","null","4167","893","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","893","360","428","3247","4167","0","0","0","0","0","0","0.08294931","0.21658986","0.04223662","0.01151908","0.02615791","0.00455964","0","0","0","0.96520278","0","0.0892193309","360","-0.083969466","0.2162162162","0.1060718711","428","-0.077586207","-0.183206107","0.804708798","3247","0.0423756019","0.0233217775","0.0225766871","0.0263546798","0.218","0.168","0.634","0.1478281737","0.361896","0","0.078125","0.065","0.119","0.08619868755340576","0.01021499267578125","0.11899999618530273","0.38","0.32799999237060545","0.235","0.12600000381469725","0.185","0.14199999809265137","0.20899999618530274","0.398","0.502","0.475","0","null","0","null","0","null","0","null","0"
"37145","Pleasant Shade","TN","2","TENNESSEE STATE DEPARTMENT OF HEALTH","2223","1060","120","0.1132075472","0.0539811066","0.1803921569","0.0669014085","0.0253164557","-0.016393443","-0.183673469","-27","-0.041666667","-0.28125","-0.073170732","-0.224489796","0.0909090909","0.0588235294","940","209","530","1386","2103","0.3833333333","46","0.3166666667","38","0.3","36","0.21952317","0.47683311","0.11965812","0.04363473","0","0","0.008547","0","0","0.90418354","0.057","0.1135857461","255","-0.147157191","0.0669456067","0.2530066815","568","0.1833333333","0.2879818594","0.6334075724","1422","-0.024021963","-0.080206986","0.0626195029","0.1786850477","0.261","0.19","0.579","0.1596941071","0.413434","0","0.157343","0.101","0.198","0.09900673478841782","0.0088129248046875","0.10899999618530273","0.37900001525878907","0.33599998474121096","0.5579999923706055","0.14","0.205","0.14600000381469727","0.24200000762939453","0.423","0.492","0.415","0.8666666667","HOPE FAMILY HEALTH SERVICES","0.1333333333","null","0","null","0","null","0"
"37146","Pleasant View","TN","2","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","7615","1073","28","0.0260950606","0.0036769534","0.0331491713","0.0022753129","0.0003037667","0.8666666667","1.3333333333","16","1.4","2.4285714286","0","-0.333333333","-0.333333333","0","1045","700","877","6582","7587","0.8571428571","24","0.0714285714","2","0.0714285714","2","0.09126724","0.14090611","0.05239659","0.0119501","0.02009192","0.00380827","0.004596","0","0.002","0.95574524","0.014","0.0884328814","724","-0.057291667","0.6306306306","0.1073653353","879","-0.016778523","-0.112121212","0.8042017833","6584","0.0602254428","0.0839644386","0.0084756986","0.0674236053","0.265","0.197","0.628","0.1067629678","0.330049","0","0.099117","0.098","0.098","0.08324865996837616","0.009999740600585937","0.10100000381469726","0.3290000152587891","0.3340000152587891","0.28399999618530275","0.14800000190734863","0.22299999237060547","0.14699999809265138","0.225","0.395","0.455","0.511","0.5714285714","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.4285714286","null","0","null","0","null","0"
"37148","Mitchellville","TN","3","HOPE FAMILY HEALTH SERVICES","24547","7649","324","0.0423584782","0.0131991689","0.0697500932","0.0100712356","0.0052199445","0.1571428571","0.1020408163","30","0.0331491713","0.0053763441","0","-0.068181818","0.6551724138","0.5","7325","2494","4030","18295","24223","0.5771604938","187","0.1265432099","41","0.2962962963","96","0.11256997","0.31482549","0.10359718","0.05422251","0.01698782","0.0030961","0.001507","0","0","0.93294496","0.029","0.106630076","2681","0.0983203605","0.1393965151","0.1619138528","4071","-0.113651208","-0.143127763","0.7314560713","18391","0.0402149321","0.0611620795","0.0235593362","0.0266845121","0.25","0.183","0.617","0.1338656455","0.374047","0.0073043478","0.159534","0.091","0.207","0.07672028243541718","0.007712257080078125","0.095","0.3370000076293945","0.3139999961853027","0.27700000762939453","0.13899999618530273","0.225","0.16299999237060547","0.20299999237060548","0.283","0.468","0.647","0.7901234568","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","0.1450617284","MATTHEW WALKER HEALTH CENTER","0.0648148148","null","0","null","0"
"37151","Riddleton","TN","1","TENNESSEE STATE DEPARTMENT OF HEALTH","511","81","25","0.3086419753","0.0489236791","0.1492537313","0.0709677419","0.0107238606","0.3157894737","0.3157894737","6","1.5","2.3333333333","0.5714285714","0.5714285714","-0.5","-0.555555556","56","57","144","369","486","0.4","10","0.44","11","0.16","4","0.07436399","0.15851272","0.08610568","0.04109589","0.04500978","0","0","0","0","0.95499022","0","0.112605042","67","-0.172839506","0.046875","0.2605042017","155","0.2015503876","0.3247863248","0.6268907563","373","-0.036175711","-0.103365385","0.3412073491","0.1305309735","0.18","0.125","0.524","0.2954990215","0.431871","0","0","0.112","0.11","0.09825405478477478","0.008210942993164062","0.11399999618530274","0.37400001525878906","0.3370000076293945","0.5890000152587891","0.14899999618530274","0.23","0.14600000381469727","0.24700000762939453","1","1","0","1","null","0","null","0","null","0","null","0"
"37165","Slayden","TN","0","null","39","23","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","23","7","10","51","39","0","0","0","0","0","0","0.23076923","0.58974359","0.05128205","0","0","0","0","0","0","0.94871795","0.051","0.1029411765","7","-0.125","0.4","0.1470588235","10","0","0","0.75","51","-0.019230769","-0.055555556","-0.093023256","-0.315789474","0.154","0.154","0.564","0.2820512821","0.30303","0","0.121212","0.152","0.182","0.06697704643011093","0.009433983764648438","0.11699999809265137","0.39","0.28899999618530275","0.325","0.115","0.15699999809265136","0.12899999618530272","0.185","0","0","1","0","null","0","null","0","null","0","null","0"
"37171","Southside","TN","0","null","811","506","0","null","null","null","null","null","-1","-1","-29","-1","-1","null","-1","-1","-1","506","71","151","693","811","0","0","0","0","0","0","0.49691739","0.62392109","0","0","0","0","0","0","0","1","0","0.0775956284","71","0.1451612903","-0.02739726","0.1650273224","151","0.1705426357","0.0066666667","0.7573770492","693","-0.041493776","0.0131578947","0.5244360902","0.5626204239","0.142","0.142","0.652","0.205918619","0.594828","0","0.532943","0.158","0.386","0.06600584834814072","0.009014903564453124","0.15600000381469725","0.42700000762939455","0.40700000762939453","0.21799999237060547","0.17200000762939452","0.235","0.11399999618530274","0.3039999961853027","0","0","0","0","null","0","null","0","null","0","null","0"
"37172","Springfield","TN","5","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","30468","10268","443","0.0431437476","0.0145398451","0.1167016073","0.007383279","0.0034650035","0.0183908046","0.1417525773","55","-0.029069767","0.0739549839","-0.028571429","0.2142857143","0.3392857143","0.5306122449","9825","2528","4571","21570","30025","0.7539503386","334","0.0767494357","34","0.1693002257","75","0.14267831","0.34740831","0.27143232","0.11792701","0.1277734","0.0058422","0.004464","0","0","0.80284233","0.021","0.0983099753","2862","-0.115848007","0.3009090909","0.1581821929","4605","-0.058282209","-0.05596556","0.7435078318","21645","0.0492001939","0.0088557446","0.0436391039","0.0470822737","0.234","0.168","0.623","0.1436260995","0.411195","0.0311406264","0.143098","0.074","0.188","0.06616634875535965","0.009139137573242187","0.12","0.365","0.365","0.375","0.17200000762939452","0.24399999618530274","0.13899999618530273","0.21799999237060547","0.324","0.474","0.543","0.6884875847","MATTHEW WALKER HEALTH CENTER","0.151241535","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.0880361174","COMMUNITY HEALTH CENTERS OF WESTERN KENTUCKY","0.0383747178","HOPE FAMILY HEALTH SERVICES","0.0338600451"
